comment_id,comment_text,brand,search_term,source,additional_info
7268143313894884101,I have the love bracelet since 2 years. No disapointement about it.,Cartier,love,TikTok,"{ likes: 3, date: '2023-08-17 04:28:28'}"
7268144529852695298,Your style is giving Dior Lee but more classic and chic,Dior,classic,TikTok,"{ likes: 1, date: '2023-08-17 04:33:14'}"
7268144752317858561,The green Lady Dior is a dream🥰,Dior,Dior,TikTok,"{ likes: 1, date: '2023-08-17 04:34:00'}"
7268225584420176646,oh ✨ i love it,Dior,love,TikTok,"{ likes: 0, date: '2023-08-17 09:47:35'}"
7268401846891823902,Hahahahah lmao!!!! Right here I thought it was something else.,Chanel,thought,TikTok,"{ likes: 0, date: '2023-08-17 21:11:54'}"
7268435445477966634,I love you jisoo!!!!,Dior,love,TikTok,"{ likes: 0, date: '2023-08-17 23:22:09'}"
7268444079120941826,What is the cost of making a Swiss watch? Yet people flock to buy a Rolex. It’s not about the value of materials brands have become the investment.,Cartier,material,TikTok,"{ likes: 4, date: '2023-08-17 23:55:55'}"
7268450404781359873,Better then sambas,Adidas,better,TikTok,"{ likes: 0, date: '2023-08-18 00:20:21'}"
7268464078603092782,I love luxury TikTok dis why I made this account,Chanel,love,TikTok,"{ likes: 0, date: '2023-08-18 01:13:11'}"
7268499002370622241,it's so sad you can't just buy a chanel ready to wear,Chanel,Chanel,TikTok,"{ likes: 0, date: '2023-08-18 03:33:11'}"
7268592439895982853,omgg i love your bags,Hermes,love,TikTok,"{ likes: 3, date: '2023-08-18 09:31:16'}"
7268661727624643360,Thank you dior for bringing my comment back🥰,Dior,Dior,TikTok,"{ likes: 0, date: '2023-08-18 14:00:21'}"
7268712680578958112,Not the Cartier bracelet being the wrong way round 🫣🫣,Cartier,Cartier,TikTok,"{ likes: 0, date: '2023-08-18 17:18:01'}"
7268804522893935403,I thought it too lol,Chanel,thought,TikTok,"{ likes: 0, date: '2023-08-18 23:14:29'}"
7268814080922878752,My grandpa gave me Prada l’homme when he was drunk off of eggnog and honestly nicest cologne I’ve ever user,Prada,Prada,TikTok,"{ likes: 0, date: '2023-08-18 23:52:00'}"
7268981895581287200,It’s so expensive tho 😭,Lululemon,expensive,TikTok,"{ likes: 7, date: '2023-08-19 10:42:52'}"
7269042618448085792,How can u love karl ( he’s person not he’s art ),Chanel,love,TikTok,"{ likes: 0, date: '2023-08-19 14:38:23'}"
7269081346516599594,I’ll take Cartier anyway or nothing… if taking a 24 gold bracelet I don’t want it mimicking this design,Cartier,Cartier,TikTok,"{ likes: 3, date: '2023-08-19 17:08:37'}"
7269147186067014433,Womens pleated trousers (long) way better,Uniqlo,better,TikTok,"{ likes: 0, date: '2023-08-19 21:24:11'}"
7269155922227233582,i love cleaning stuff like that it’s so satisfying,Cartier,like,TikTok,"{ likes: 6, date: '2023-08-19 21:57:50'}"
7269166384020701959,The point is that it's cartier.,Cartier,Cartier,TikTok,"{ likes: 2063, date: '2023-08-19 22:38:37'}"
7269196210833113898,Ok but like she ate that outfit and left no crumbs 👏🏻,Lululemon,like,TikTok,"{ likes: 2, date: '2023-08-20 00:34:21'}"
7269240508248195882,Rich girl hauls>>>>,Chanel,haul,TikTok,"{ likes: 0, date: '2023-08-20 03:26:04'}"
7269367043923985157,old chanel made history,Chanel,Chanel,TikTok,"{ likes: 0, date: '2023-08-20 11:37:01'}"
7269479003699741486,Prada good bag🥰 I like,Prada,like,TikTok,"{ likes: 3, date: '2023-08-20 18:51:41'}"
7269482009243140896,I love how you’re being like not aggressive with it 🫶🏽,Prada,love,TikTok,"{ likes: 4, date: '2023-08-20 19:03:21'}"
7269507596661834539,@ลารินทร์ juhu 🐙 豬腳飯🐷 I like,Dior,like,TikTok,"{ likes: 1, date: '2023-08-20 20:42:35'}"
7269563792713909034,I’ll take the Prada black,Prada,Prada,TikTok,"{ likes: 39, date: '2023-08-21 00:20:32'}"
7269622880056525614,first thing I thought when I saw this jacket,Lululemon,thought,TikTok,"{ likes: 1, date: '2023-08-21 04:09:58'}"
7269624659897959214,18 K is so embarrassing for a brand like Cartier,Cartier,like,TikTok,"{ likes: 1, date: '2023-08-21 04:17:03'}"
7269652754443387690,Please post small businesses that you recommend where we can find something similar :) @The Jewelry Expert,Cartier,recommend,TikTok,"{ likes: 2, date: '2023-08-21 06:06:13'}"
7269657748232930094,I think all Prada fragrances are really boring 👎,Prada,Prada,TikTok,"{ likes: 1, date: '2023-08-21 06:25:40'}"
7269733290218062624,are you joking i got this bracelet as a present from my aunt but i never knew it was so expensive i dient even know it was cartier till i ingraved,Cartier,expensive,TikTok,"{ likes: 4, date: '2023-08-21 11:18:31'}"
7269781705481028382,I keep seeing TikToks where people’s love bracelet keeps falling off. No thanks,Cartier,love,TikTok,"{ likes: 1, date: '2023-08-21 14:26:49'}"
7269796369878745863,Ya’ll keep missing the point  you’re buying the name same goes to Hermes as if you can’t find same quality with less price? You can its just the name,Cartier,quality,TikTok,"{ likes: 1, date: '2023-08-21 15:22:57'}"
7269801146234209067,@MakemeFamous yesss for me and you bestiee✨🤩,Louis Vuitton,best,TikTok,"{ likes: 2, date: '2023-08-21 15:41:50'}"
7269805368598905632,people are buying cartier because it's cartier! not because it's goldwtf😂 you are comparing Birkin with zara bag?,Cartier,Zara,TikTok,"{ likes: 1, date: '2023-08-21 15:58:23'}"
7269828094599578373,I luv Lululemon my whole outfit is from there,Lululemon,Lululemon,TikTok,"{ likes: 2, date: '2023-08-21 17:26:05'}"
7269828111267775234,Love the dress with pocket🥰,H&M,love,TikTok,"{ likes: 0, date: '2023-08-21 17:26:12'}"
7269848032484360993,Yea...but is Cartier......,Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-21 18:43:45'}"
7269858388041220906,Inboxing!!! I love it 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,Hermes,love,TikTok,"{ likes: 1, date: '2023-08-21 19:24:05'}"
7269873416323678982,what true love is,Cartier,love,TikTok,"{ likes: 0, date: '2023-08-21 20:21:59'}"
7269894863964848939,Then why does Cartier never have any size 16s or 17s readily available,Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-21 21:45:28'}"
7269931451151549227,Who wants buy cartier wg roadster,Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-22 00:07:23'}"
7269956384812073770,I’ll stick with my 22 to 24k jewelry lol literally have the same design but much better quality in 22k gold. Yes it’s real I’ve gotten it tested 2x..,Cartier,quality,TikTok,"{ likes: 1, date: '2023-08-22 01:44:05'}"
7270082854456689440,@love the bag,Dior,love,TikTok,"{ likes: 0, date: '2023-08-22 09:55:04'}"
7270085545228763936,@dylan_27x I hope the team jackets are like these,Lululemon,like,TikTok,"{ likes: 1, date: '2023-08-22 10:05:45'}"
7270099442958271264,If I pay thousands of dollars on a chanel I will wear my chanel how I see fit THANKYOUU!!,Chanel,Chanel,TikTok,"{ likes: 9, date: '2023-08-22 10:59:25'}"
7270099938452964101,Is that cartier?,Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-22 11:01:03'}"
7270132546209497862,Loise viton better👍💀,Chanel,better,TikTok,"{ likes: 0, date: '2023-08-22 13:07:36'}"
7270214880140903214,It’s not just the gold that you’re purchasing though.. gold doesn’t form like that naturally it’s a pretty lengthy process..,Cartier,like,TikTok,"{ likes: 1, date: '2023-08-22 18:27:16'}"
7270222248153367339,Love bracelets are pretty cheap used though.,Cartier,love,TikTok,"{ likes: 1, date: '2023-08-22 18:55:58'}"
7270233090361279275,We’d rather have the real Cartier then a knockoff,Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-22 19:37:50'}"
7270282423534043912,Nothing’s like local gulf gold! We wear nothing lower than 21K gold for a reasonable price so that when u resell it it still has value,Cartier,price,TikTok,"{ likes: 1, date: '2023-08-22 22:49:25'}"
7270321337373279019,i agree. i don’t like to change bags so i change it yearly before they start wearing out. so i add to my collection enjoy them but keep looking nuce,Chanel,like,TikTok,"{ likes: 2, date: '2023-08-23 01:20:18'}"
7270328509151085358,Love that you’re always so grateful & never braggy about your accomplishments💗 an idol of mine for sure!!,Prada,love,TikTok,"{ likes: 6, date: '2023-08-23 01:48:04'}"
7270470691823600391,I wanna buy Dior rose n’roses does it smell good? The big one is 155$ I already saved money for this😭,Dior,Dior,TikTok,"{ likes: 1, date: '2023-08-23 10:59:39'}"
7270625013635154695,campus 00 >> best,Adidas,best,TikTok,"{ likes: 0, date: '2023-08-23 20:58:55'}"
7270633812554433322,Cartier bracelet is a tramp stamp. So tacky,Cartier,tacky,TikTok,"{ likes: 0, date: '2023-08-23 21:32:43'}"
7270636920001545002,Just bought my third love braclet 🥰,Cartier,love,TikTok,"{ likes: 1, date: '2023-08-23 21:44:50'}"
7270734340639294213,if somebody is wearing chanel you should be able to recognize the fact that it's CHANEL insted of thinking  oh that's a cute simple dress ,Chanel,Chanel,TikTok,"{ likes: 0, date: '2023-08-24 04:02:52'}"
7270918253223789317,love the bag!,Hermes,love,TikTok,"{ likes: 2, date: '2023-08-24 15:56:28'}"
7270940605889528581,Van cleef and Cartier legit look so good together omg,Cartier,Cartier,TikTok,"{ likes: 2, date: '2023-08-24 17:23:15'}"
7270962559445041925,I have it in white it is one of my favorite shirts,H&M,favorite,TikTok,"{ likes: 8, date: '2023-08-24 18:48:29'}"
7270970353307370273,I hate dunks,Nike,hate,TikTok,"{ likes: 2, date: '2023-08-24 19:18:50'}"
7270996711882375969,« Gold plated » ladies u can get actual 24k gold for that price do not be idiots,Louis Vuitton,price,TikTok,"{ likes: 0, date: '2023-08-24 21:01:09'}"
7271017626268582658,You can call it inspired or you can call it theftstealing designs from other brands is not the solution it’s not only illegal but unethical,Cartier,ethical,TikTok,"{ likes: 2, date: '2023-08-24 22:22:59'}"
7271096189004890922,I don’t like white bags,Chanel,like,TikTok,"{ likes: 1, date: '2023-08-25 03:27:10'}"
7271183965116465966,All people bought it from gold shop it’s better and same,Cartier,better,TikTok,"{ likes: 1, date: '2023-08-25 09:08:50'}"
7271222082468660001,i have the shein 1 and i dont think its amazing as the zips are kinda uncomfy but thats jus my opinion,Lululemon,opinion,TikTok,"{ likes: 573, date: '2023-08-25 11:35:44'}"
7271248244259422984,Lulu my bottle isn’t closing well like one side is higher than the other is there anything I can do to fix it ?,Lululemon,like,TikTok,"{ likes: 0, date: '2023-08-25 13:16:58'}"
7271277627062207234,😁I like Chanel.,Chanel,like,TikTok,"{ likes: 0, date: '2023-08-25 15:11:03'}"
7271317964204442411,Uhhh no. I want Cartier thx,Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-25 17:47:58'}"
7271334132425638702,I almost bought the just en clou and my husband was like this gold is worth half of what they're selling it for.,Cartier,worth,TikTok,"{ likes: 1, date: '2023-08-25 18:50:38'}"
7271337431143121669,Please like my last video🫶🏻,Chanel,like,TikTok,"{ likes: 0, date: '2023-08-25 19:03:12'}"
7271387409939202862,Price has skyrocketed over the past 6 years and there are wayyyyy too many fakes out there,Cartier,price,TikTok,"{ likes: 1, date: '2023-08-25 22:17:12'}"
7271389044834992928,best era of Chanel,Chanel,best,TikTok,"{ likes: 0, date: '2023-08-25 22:23:52'}"
7271394927316288298,I swear I see so many girls wearing this now it’s played out like van cleef tbh,Cartier,like,TikTok,"{ likes: 1, date: '2023-08-25 22:46:16'}"
7271412486720946950,People dont have money. I would buy 7 of them for a different reason. I actually like the design.,Cartier,like,TikTok,"{ likes: 1, date: '2023-08-25 23:54:36'}"
7271479806448599851,Isn’t it also cuz they’re one of the most common jewelry fakes so it’s not as exclusive anymore? I could be wrong thought I read that somewhere,Cartier,thought,TikTok,"{ likes: 1, date: '2023-08-26 04:15:43'}"
7271515069820257031,It’s bc it’s not trend anymore,Cartier,trend,TikTok,"{ likes: 1, date: '2023-08-26 06:32:31'}"
7271559976036352775,Love the colors!!! Can you share the lulu leggings color ?,Lululemon,love,TikTok,"{ likes: 0, date: '2023-08-26 09:26:48'}"
7271568814831076097,I have both black and white and love them sm u ate girl,Prada,love,TikTok,"{ likes: 1, date: '2023-08-26 10:01:06'}"
7271591051520312065,I have it ans love it,Cartier,love,TikTok,"{ likes: 1, date: '2023-08-26 11:27:17'}"
7271625163320689409,wooww I love Yr channel,Chanel,love,TikTok,"{ likes: 0, date: '2023-08-26 13:39:39'}"
7271648257209828097,It’s Cartier so idgaf,Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-26 15:09:20'}"
