comment_id,comment_text,brand,search_term,source,additional_info
6962518687358567173,Do Louis Vuitton please,Prada,Louis Vuitton,TikTok,"{ likes: 1, date: '2021-05-15 14:08:30'}"
6962716161297695494,Wait u look just like your mom 😯,Lululemon,like,TikTok,"{ likes: 0, date: '2021-05-16 02:54:49'}"
6962730747933721350,@rohankishibelover this weirded me out idk why,Lululemon,love,TikTok,"{ likes: 5, date: '2021-05-16 03:51:27'}"
6962817093167809286,i hate this,Prada,hate,TikTok,"{ likes: 0, date: '2021-05-16 09:26:30'}"
6962881914101596933,@itzzzz._.elizabethhh THEY LOOK LIKE UR MOM,Lululemon,like,TikTok,"{ likes: 27, date: '2021-05-16 13:38:01'}"
6963095080538456838,I AINT NEVER SEEN TWO PRETTY BEST FRIENDS,Lululemon,best,TikTok,"{ likes: 0, date: '2021-05-17 03:25:13'}"
6963398193459512065,Love your mom🇮🇱❤️🇮🇱❤️,Lululemon,love,TikTok,"{ likes: 0, date: '2021-05-17 23:01:28'}"
6964243991831429889,"With all those ruffles fluffles, it looks more like Chanel.",Prada,like,TikTok,"{ likes: 0, date: '2021-05-20 05:43:33'}"
6964425928806155010,that feels uncomfortable 😅,Prada,comfortable,TikTok,"{ likes: 0, date: '2021-05-20 17:29:34'}"
6964462394093716229,what is that? sounds like it has pebbles in it😂😂 #ouch,Lululemon,like,TikTok,"{ likes: 0, date: '2021-05-20 19:51:04'}"
6964678217513501441,I NEED ZARA RN,Prada,Zara,TikTok,"{ likes: 0, date: '2021-05-21 09:48:39'}"
6965791393428767490,the best one who've done this prada challenge ✨✨✨,Prada,best,TikTok,"{ likes: 0, date: '2021-05-24 09:48:16'}"
6971500560013411073,How to dress like blare from gossip girls,Prada,like,TikTok,"{ likes: 0, date: '2021-06-08 19:02:52'}"
6973227083590173442,Chanel plz 🥺,Prada,Chanel,TikTok,"{ likes: 0, date: '2021-06-13 10:42:35'}"
6976156298379707138,✨kdrama✨ scene badas also like this,Prada,like,TikTok,"{ likes: 0, date: '2021-06-21 08:09:27'}"
6976207708531081985,But i really like the outfit ^^,Prada,like,TikTok,"{ likes: 0, date: '2021-06-21 11:28:58'}"
6977084140382929670,You nailed it queen!! That headband is a prada icon,Prada,Prada,TikTok,"{ likes: 0, date: '2021-06-23 20:09:53'}"
6977476185995477761,Please share the details of the outfit! I love it 🥰🥰🥰,Prada,love,TikTok,"{ likes: 0, date: '2021-06-24 21:31:24'}"
6977647935995691777,I wanna see Versace,Prada,Versace,TikTok,"{ likes: 0, date: '2021-06-25 08:37:47'}"
6978436068316693254,But now u look like ko mun yeung,Prada,like,TikTok,"{ likes: 0, date: '2021-06-27 11:36:06'}"
6978722564429005574,His mom is so pretty when he called her on Thth I was like how cute 😂😂,Lululemon,like,TikTok,"{ likes: 0, date: '2021-06-28 06:07:54'}"
6979740551344079621,Have you ever seen a prada runway? Please,Prada,Prada,TikTok,"{ likes: 0, date: '2021-06-30 23:58:08'}"
6979836310945317637,this looks more like YSL,Prada,like,TikTok,"{ likes: 0, date: '2021-07-01 06:09:46'}"
6984542163233735426,Prada is not about wearing black 😂,Prada,Prada,TikTok,"{ likes: 0, date: '2021-07-13 22:31:00'}"
6988295127110763265,do Dior pleaseeee,Prada,Dior,TikTok,"{ likes: 0, date: '2021-07-24 01:14:29'}"
6988504379481490178,HBDD KOO WISH YOU ALL THE BEST,Cartier,best,TikTok,"{ likes: 0, date: '2021-07-24 14:46:19'}"
6991840150057648897,👉BUY/ORDER 💯%AUTHENTIC Prada Red Leather Diagramme Shoulder Bag $2117 @ facebook page:KABAYANHOMESHOPPINGCENTER..THANK YOU FOR SUPPORT🥰,Prada,Prada,TikTok,"{ likes: 0, date: '2021-08-02 14:30:48'}"
6992117571483206401,i want to be rich like you😭,Cartier,like,TikTok,"{ likes: 0, date: '2021-08-03 08:27:22'}"
6992355918344356610,love love cartier...🥰🥰🥰,Cartier,love,TikTok,"{ likes: 0, date: '2021-08-03 23:52:24'}"
6992400377262097157,I lost some earings from cartier in in my moms car- uhm yeah😬,Cartier,Cartier,TikTok,"{ likes: 0, date: '2021-08-04 02:44:44'}"
6992625196725732123,It looks like Jungkook and Taehyung's bracelet😍 ARMYYYYYY'sszs💜💜💜💜,Cartier,like,TikTok,"{ likes: 0, date: '2021-08-04 17:17:24'}"
6992682183236420358,I love Cartier’s,Cartier,love,TikTok,"{ likes: 0, date: '2021-08-04 20:58:15'}"
6995035989736162054,I love the 🎒 with the velvet ropes!! I collect them as well😳 the 2 I have 😂😂😂🥰🥰,Cartier,love,TikTok,"{ likes: 0, date: '2021-08-11 05:12:18'}"
6999126297385911042,U got this from Cartier in Singapore? 🇸🇬,Cartier,Cartier,TikTok,"{ likes: 0, date: '2021-08-22 05:44:52'}"
7010490752195396357,well not to be rude but I feel like I were being stupid,Lululemon,like,TikTok,"{ likes: 0, date: '2021-09-21 20:44:37'}"
7021231881224127238,Can I get the name from the gloves I know it’s Nike but we’re can I get it,Nike,love,TikTok,"{ likes: 150, date: '2021-10-20 19:25:41'}"
7021245489202873093,which gloves are they?,Nike,love,TikTok,"{ likes: 17, date: '2021-10-20 20:18:28'}"
7021251639327621894,Name of the gloves plz someone,Nike,love,TikTok,"{ likes: 16, date: '2021-10-20 20:42:21'}"
7021262840196236038,"The gloves are nike hyperwarm, boys , ur welcome",Nike,love,TikTok,"{ likes: 166, date: '2021-10-20 21:25:50'}"
7023351874892661551,How this doesn’t have more likes I don’t know amazing😂,Prada,like,TikTok,"{ likes: 0, date: '2021-10-26 12:33:14'}"
7027111087749907205,Both look cheap . Such an oversaturated collection,Prada,cheap,TikTok,"{ likes: 68, date: '2021-11-05 15:40:01'}"
7027345666213151494,"I literally don’t see a difference and wouldn’t of buying this brand, if its Prada its doesn’t mean it has to be nice",Prada,Prada,TikTok,"{ likes: 38, date: '2021-11-06 06:50:23'}"
7027451258059703042,the material differences omg 😌,Prada,material,TikTok,"{ likes: 0, date: '2021-11-06 13:40:14'}"
7027462881550205702,I see the difference fake one looks cheap way to big,Prada,cheap,TikTok,"{ likes: 0, date: '2021-11-06 14:25:10'}"
7027473365921579778,I've brought a Prada bag from the thrift shop and I wanna a help to know if it is real or fake pls,Prada,Prada,TikTok,"{ likes: 0, date: '2021-11-06 15:06:01'}"
7027599478639772422,LADY DIOR PLEASE ✨🙏,Prada,Dior,TikTok,"{ likes: 0, date: '2021-11-06 23:15:14'}"
7027602840433001217,Why do the fake one look better ?,Prada,better,TikTok,"{ likes: 1, date: '2021-11-06 23:28:50'}"
7027641706048652038,Yeh the only difference is the price,Prada,price,TikTok,"{ likes: 0, date: '2021-11-07 01:59:06'}"
7027734221607715585,that’s like the multiple choice questions in the exam,Prada,like,TikTok,"{ likes: 0, date: '2021-11-07 07:58:20'}"
7028554218432774918,the quality is different.,Prada,quality,TikTok,"{ likes: 2, date: '2021-11-09 13:00:08'}"
7028655871077270278,That’s it ordering Prada on alliexpress,Prada,Prada,TikTok,"{ likes: 1, date: '2021-11-09 19:34:34'}"
7028698168972428037,Hmm mine looks like the fake one but I bought in the Prada store,Prada,like,TikTok,"{ likes: 0, date: '2021-11-09 22:18:44'}"
7028768447593448198,Can you make the Ysl opyum,Prada,YSL,TikTok,"{ likes: 0, date: '2021-11-10 02:51:28'}"
7029093260564464386,"Fake or real, I still don’t like this handbag 😅",Prada,like,TikTok,"{ likes: 0, date: '2021-11-10 23:52:43'}"
7029201349271274241,Where can I get the fake one cheap n looks so real,Prada,cheap,TikTok,"{ likes: 0, date: '2021-11-11 06:51:35'}"
7029360616637481733,Well like good night,Prada,like,TikTok,"{ likes: 1, date: '2021-11-11 17:09:21'}"
7029362916638540550,its like I see the difference but I can't tell where it is,Prada,like,TikTok,"{ likes: 1, date: '2021-11-11 17:18:18'}"
7029394128484172550,fake looks better,Prada,better,TikTok,"{ likes: 0, date: '2021-11-11 19:19:23'}"
7029577324429312773,Only difference Is the price,Prada,price,TikTok,"{ likes: 80, date: '2021-11-12 07:10:22'}"
7030427373120193285,its the quality,Prada,quality,TikTok,"{ likes: 2, date: '2021-11-14 14:08:54'}"
7030598759139164933,Can’t really tell unless you look very closely to details but I love my FAKE Prada bag <3🥰,Prada,love,TikTok,"{ likes: 0, date: '2021-11-15 01:13:59'}"
7031685941676835589,Love H&M for basic pieces. Always my go to,H&M,love,TikTok,"{ likes: 2, date: '2021-11-17 23:32:47'}"
7032809171309576965,give your life to jesus christ he loves you,Prada,love,TikTok,"{ likes: 0, date: '2021-11-21 00:11:30'}"
7038632450418819846,I find the sizing to be so hit and miss with h&m its one of those shops you need to try on before you buy,H&M,sizing,TikTok,"{ likes: 0, date: '2021-12-06 16:48:46'}"
7048344202647896838,"who actually cares, prada are criminal for charging this much for a nylon bag, i’ll take the one with negligible differences any day",Prada,Prada,TikTok,"{ likes: 0, date: '2022-01-01 20:55:20'}"
7061553506544681730,@femkeduursma i love adam driver,Gucci,love,TikTok,"{ likes: 1, date: '2022-02-06 11:14:14'}"
7061597876413334277,OMG I LOVE THIS!!!!,Gucci,love,TikTok,"{ likes: 1, date: '2022-02-06 14:06:23'}"
7061684473649644289,was this movie worth to watch??,Gucci,worth,TikTok,"{ likes: 0, date: '2022-02-06 19:42:34'}"
7061727369274491653,WE LOVE U GAGAAAAA 🥰🥰🥰🥰🥰,Gucci,love,TikTok,"{ likes: 0, date: '2022-02-06 22:28:52'}"
7061831781804212998,Mauritzio Gucci meeting Tom Ford *colorized,Gucci,color,TikTok,"{ likes: 1, date: '2022-02-07 05:14:07'}"
7062018824576762625,anyone who watched the movie .. would recommend it ?,Gucci,recommend,TikTok,"{ likes: 0, date: '2022-02-07 17:19:57'}"
7062329238074327809,is the movie worth watching,Gucci,worth,TikTok,"{ likes: 0, date: '2022-02-08 13:24:29'}"
7063026805506278150,idgaf what y‘all say i loved adam driver in that role and his smile is so cute,Gucci,love,TikTok,"{ likes: 3, date: '2022-02-10 10:31:26'}"
7065100424692859653,@luccciie i love him,Gucci,love,TikTok,"{ likes: 1, date: '2022-02-16 00:38:04'}"
7066632283755463471,This bags made from cheap quality anyways Lol- Nylon - and most of their products are manufactured in China. Not surprised the fake looks the same,Prada,quality,TikTok,"{ likes: 1, date: '2022-02-20 03:42:28'}"
7070928935668106030,Dude you look mad different now… you also act different… both in a better way,Prada,better,TikTok,"{ likes: 0, date: '2022-03-03 17:35:47'}"
7076529636469113605,There is artistry prada is famous for their nylon because historically after Thomas Burberry invented gabardine in trench coats prada was one,Prada,Prada,TikTok,"{ likes: 0, date: '2022-03-18 19:49:13'}"
7076914082282062638,Don’t tell me your besties with Sammy from black stone,Prada,best,TikTok,"{ likes: 0, date: '2022-03-19 20:41:08'}"
7081526797657391877,This looks like the store in Eindhoven,H&M,like,TikTok,"{ likes: 1, date: '2022-04-01 07:00:51'}"
7086256766710891266,Wait love your hoops,Prada,love,TikTok,"{ likes: 1, date: '2022-04-14 00:55:39'}"
7088836371829506858,Best audio ever,Gucci,best,TikTok,"{ likes: 6, date: '2022-04-20 23:45:41'}"
7090071213816546053,i'm to fat for something like that,H&M,like,TikTok,"{ likes: 3, date: '2022-04-24 07:37:31'}"
7094260214715335429,You take a good choice😁we have factory pricedo u need?,Gucci,price,TikTok,"{ likes: 5, date: '2022-05-05 14:32:57'}"
7094916911233893126,newyorklife See@ jemme_hamilton e best products with us international brands coupons deals nd many more,Prada,best,TikTok,"{ likes: 0, date: '2022-05-14 16:20:16'}"
7097627624420524846,gotta touch and feel the difference. hardware quality is completely different too,Prada,quality,TikTok,"{ likes: 0, date: '2022-05-14 16:20:16'}"
