comment_text,brand,search_term,source,additional_info
"I wish I could do my make up like this",Dior,like,TikTok,"{ likes: 18, date: '2022-08-09 14:04:44'}"
"i love your voice and accent so much it’s so calm",Dior,love,TikTok,"{ likes: 2, date: '2022-08-09 14:25:54'}"
"Ever since I bought one thing from Dior it’s the only brand I wanna use",Dior,Dior,TikTok,"{ likes: 2084, date: '2022-08-09 14:44:48'}"
"Filly’s said worse lmao",Hermes,worse,TikTok,"{ likes: 0, date: '2022-08-09 15:08:39'}"
"Who is LV ? Isn’t that a car insurance lol waste man",Hermes,waste,TikTok,"{ likes: 0, date: '2022-08-09 15:16:38'}"
"I have a question: how come you don’t put the Dior glow over foundation? Serious question",Dior,Dior,TikTok,"{ likes: 2, date: '2022-08-09 19:58:08'}"
"CRISSIE WAKE UP! I DON’T LIKE THIS! CRISSIE WAKE UP!! HE-LLO?? TIME TO WAKE UP TIME TO WAKE UP! CAN YOU HEAR ME WAKE UP CRISSIE!!😂",Dior,like,TikTok,"{ likes: 9, date: '2022-08-10 00:15:00'}"
"whos lv young filler better😂",Hermes,better,TikTok,"{ likes: 0, date: '2022-08-10 11:06:50'}"
"I just love watching people to their success. And told myself to work harder!! Inspired.. Motivated... Have a nice day!",Hermes,love,TikTok,"{ likes: 1, date: '2022-08-10 15:00:03'}"
"@fatima.ie by far the prettiest girl I’ve ever seen. i love her videos sm",Dior,love,TikTok,"{ likes: 8, date: '2022-08-10 18:00:52'}"
"I love your voice 💕",Dior,love,TikTok,"{ likes: 3, date: '2022-08-10 20:24:09'}"
"you look like Chrissy from stranger things lol not to be rude or nothing 🤣",Dior,like,TikTok,"{ likes: 3, date: '2022-08-10 23:44:21'}"
"Im in love of your accent",Dior,love,TikTok,"{ likes: 2, date: '2022-08-11 00:24:21'}"
"Can you try h&m makeup pls",Dior,H&M,TikTok,"{ likes: 3, date: '2022-08-11 01:46:57'}"
"dior makeup is top tier! been using it for 10 years and havent found anything better",Dior,better,TikTok,"{ likes: 2, date: '2022-08-11 02:47:36'}"
"Someone pls tell me im not the only one who thinks she kinda looks like Chrissy? 😅 Like ur eyes and eyebrows only but still",Dior,like,TikTok,"{ likes: 3, date: '2022-08-11 03:54:10'}"
"bruh is looks like you have no make up on😭",Dior,like,TikTok,"{ likes: 3, date: '2022-08-11 05:01:56'}"
"I love this side of TikTok even if I can’t afford it 😂😅",Cartier,love,TikTok,"{ likes: 56, date: '2022-08-11 23:31:30'}"
"@danaelle.blt Ive been OBSESSED with this Cartier watch since I saw Spencer Hastings in Pretty little liars with it it’s now a goal for me to buy it",Cartier,Cartier,TikTok,"{ likes: 41, date: '2022-08-11 23:42:41'}"
"@rubyyycramo she sounds like the spicy guy",Dior,like,TikTok,"{ likes: 7, date: '2022-08-12 00:08:15'}"
"I love your dress 🥰 where is it from?",Hermes,love,TikTok,"{ likes: 4, date: '2022-08-12 19:50:32'}"
"you kinda look like kendall j",Dior,like,TikTok,"{ likes: 7, date: '2022-08-13 11:37:06'}"
"I love all these videos but at the same time I’m like this is so overrated. And then I’m like I could never afford it 🤣 why do I even say anything.",Hermes,love,TikTok,"{ likes: 13, date: '2022-08-13 15:39:47'}"
"Dior is the best 🤍",Dior,best,TikTok,"{ likes: 8, date: '2022-08-13 16:49:37'}"
"the tank watches are my biggest material dream",Cartier,material,TikTok,"{ likes: 7, date: '2022-08-13 17:22:41'}"
"my mom has it almost like this but it’s silver i love it",Cartier,love,TikTok,"{ likes: 1, date: '2022-08-13 20:37:04'}"
"@vibesswithfrancesca in love",Hermes,love,TikTok,"{ likes: 3, date: '2022-08-14 13:27:56'}"
"Cartier is more than a luxury brand.",Cartier,Cartier,TikTok,"{ likes: 1, date: '2022-08-14 14:32:04'}"
"i like dior makeup sm but they animal test so i stop using it",Dior,like,TikTok,"{ likes: 23, date: '2022-08-14 15:36:18'}"
"awwww!! so cute! 🥰🥰🥰 i love the color black! 😍😍😍",Hermes,color,TikTok,"{ likes: 0, date: '2022-08-14 16:08:19'}"
"@bambam_08_ you’d love this",Cartier,love,TikTok,"{ likes: 2, date: '2022-08-14 19:26:38'}"
"i had like 100 of them when i lived with my grandma in poland it was my grandmas clocks from when she was with grandpa still:) hes an opera singer",Cartier,like,TikTok,"{ likes: 6, date: '2022-08-14 20:36:41'}"
"@Mariam that’s like the one abba gave me to keep years ago",Cartier,like,TikTok,"{ likes: 4, date: '2022-08-15 01:02:13'}"
"i like how you said it🥰 I LOVE THE SMELL",Hermes,love,TikTok,"{ likes: 0, date: '2022-08-15 07:46:26'}"
"I love Dior backstage🥰",Dior,love,TikTok,"{ likes: 7, date: '2022-08-15 20:06:22'}"
"I loved it 🥺🤍🤍🤍",Dior,love,TikTok,"{ likes: 3, date: '2022-08-16 10:46:18'}"
"My mom has lot of dior 🤑🤑",Dior,Dior,TikTok,"{ likes: 3, date: '2022-08-16 10:50:10'}"
"The color is animal abuse",Hermes,color,TikTok,"{ likes: 0, date: '2022-08-16 18:57:25'}"
"I love it 🥰",Hermes,love,TikTok,"{ likes: 9, date: '2022-08-17 14:16:24'}"
"Better than this? The crocodile still alive.",Hermes,better,TikTok,"{ likes: 3, date: '2022-08-17 20:02:56'}"
"@Itteqa Amin me with my 15 pound h&m one",Cartier,H&M,TikTok,"{ likes: 0, date: '2022-08-18 03:39:52'}"
"My biggest flex is my mom has 2 Cartier watches",Cartier,Cartier,TikTok,"{ likes: 0, date: '2022-08-18 20:34:53'}"
"Louie Vuitton is better",Hermes,better,TikTok,"{ likes: 3, date: '2022-08-18 20:51:19'}"
"No but that colour on you 😍🔥 I think the dress is lovely!",Zara,love,TikTok,"{ likes: 0, date: '2022-08-18 22:48:23'}"
"Wait I love the videos of yinz together!!!!! MAKE MORE. He is soooo funny!!!!! ❤️❤️",Lululemon,love,TikTok,"{ likes: 24, date: '2022-08-19 21:34:44'}"
"I'm to convinced to get some for my husband! Especially the joggers! Can you do a haul of your favorites? 🥰",Lululemon,haul,TikTok,"{ likes: 2, date: '2022-08-19 21:34:53'}"
"you look like Taylor swift 😅",Dior,like,TikTok,"{ likes: 28, date: '2022-08-20 02:41:07'}"
"Omg I love your hair straight",Lululemon,love,TikTok,"{ likes: 1, date: '2022-08-20 03:12:27'}"
"you look like taylor swift ?🥰",Dior,like,TikTok,"{ likes: 9, date: '2022-08-20 05:13:40'}"
"This was so helpful!! I want to get my husband Lulu so bad but never know what to get. LOVE THIS ❤️",Lululemon,love,TikTok,"{ likes: 4, date: '2022-08-20 05:59:34'}"
"BRO LOOKS LIKE TAYLOR SWIFT😧😧😧",Dior,like,TikTok,"{ likes: 9, date: '2022-08-20 08:31:44'}"
"The way you’re excited for him! Love it !",Lululemon,love,TikTok,"{ likes: 1, date: '2022-08-20 10:34:17'}"
"Dior Eyeslashes Primer is what I loved the most!",Dior,love,TikTok,"{ likes: 8, date: '2022-08-20 10:36:48'}"
"I love your accent🥰",Dior,love,TikTok,"{ likes: 2, date: '2022-08-20 12:13:53'}"
"So helpful! Hubby birthday is coming up and i want to get him his first lululemon!",Lululemon,Lululemon,TikTok,"{ likes: 3, date: '2022-08-20 12:23:08'}"
"The ABC pants!! My bf loves his anti ball crushers 😅",Lululemon,love,TikTok,"{ likes: 1, date: '2022-08-20 13:10:33'}"
"Lululemon is everything!! Love shopping there 🙌🏼🙌🏼",Lululemon,love,TikTok,"{ likes: 2, date: '2022-08-20 15:18:56'}"
"Ahh my husband literally has all those and the exact colors 😂 I guess I know how to pick the men items lol",Lululemon,color,TikTok,"{ likes: 3, date: '2022-08-20 17:07:43'}"
"What is the shirt that you are wearing?? The color is perfect",Lululemon,color,TikTok,"{ likes: 2, date: '2022-08-20 17:30:09'}"
"what color is the top you’re wearing in?",Lululemon,color,TikTok,"{ likes: 1, date: '2022-08-20 18:09:17'}"
"I used to be a Lulu guy…but Vuori so much better. IMO",Lululemon,better,TikTok,"{ likes: 1, date: '2022-08-20 18:52:25'}"
"Lulu is easily the best brand it’s so fire",Lululemon,best,TikTok,"{ likes: 3, date: '2022-08-20 19:29:06'}"
"Love this. My wife wants to see a woman’s haul!",Lululemon,haul,TikTok,"{ likes: 1, date: '2022-08-20 19:40:40'}"
"What color is the top you’re wearing??",Lululemon,color,TikTok,"{ likes: 1, date: '2022-08-20 19:43:24'}"
"Love all these spot on",Lululemon,love,TikTok,"{ likes: 1, date: '2022-08-20 20:14:33'}"
"Does he work for lululemon 😂",Lululemon,Lululemon,TikTok,"{ likes: 1, date: '2022-08-20 22:24:48'}"
"@lululemon sponsor him",Lululemon,Lululemon,TikTok,"{ likes: 1, date: '2022-08-20 22:42:23'}"
"I love my lulu jacket id say worth the price",Lululemon,price,TikTok,"{ likes: 1, date: '2022-08-20 22:56:18'}"
"Get the man some at ease shorts and he’ll have a new favorite item",Lululemon,favorite,TikTok,"{ likes: 1, date: '2022-08-20 23:29:21'}"
"you look like Taylor Swift",Dior,like,TikTok,"{ likes: 3, date: '2022-08-20 23:55:09'}"
"The way Lululemon has a chokehold on white people… it’s unparalleled 😂",Lululemon,Lululemon,TikTok,"{ likes: 1, date: '2022-08-21 01:45:54'}"
"What would you wear from lululemon if you wanted to look a little more professional in the office?",Lululemon,Lululemon,TikTok,"{ likes: 1, date: '2022-08-21 01:55:19'}"
"I have three pair of shorts I’ve owned 10 years and worn thousands of times. Love Lulu.",Lululemon,love,TikTok,"{ likes: 1, date: '2022-08-21 02:45:09'}"
"I work at lululemon and it’s honestly the best",Lululemon,best,TikTok,"{ likes: 1, date: '2022-08-21 02:58:06'}"
"I hate the pants gave my pants away I love shirts & shirts & socks",Lululemon,love,TikTok,"{ likes: 1, date: '2022-08-21 03:12:51'}"
"Womens haul please!",Lululemon,haul,TikTok,"{ likes: 1, date: '2022-08-21 03:40:40'}"
"@lululemon hire him",Lululemon,Lululemon,TikTok,"{ likes: 1, date: '2022-08-21 03:53:56'}"
"No pace breaker shorts they are better than the surge",Lululemon,better,TikTok,"{ likes: 1, date: '2022-08-21 04:21:03'}"
"What color are the surge shorts?",Lululemon,color,TikTok,"{ likes: 1, date: '2022-08-21 05:05:53'}"
"I personally like the woven air jogger more than the surge ones. Have you tried those?",Lululemon,like,TikTok,"{ likes: 1, date: '2022-08-21 05:08:19'}"
"Rhone is better",Lululemon,better,TikTok,"{ likes: 1, date: '2022-08-21 05:35:52'}"
"why 4 is written like IIII but not IV",Cartier,like,TikTok,"{ likes: 0, date: '2022-08-21 12:54:59'}"
"Top 5 items for lulu men: Nike. There ya go ✌🏾",Lululemon,Nike,TikTok,"{ likes: 1, date: '2022-08-21 13:34:30'}"
"ninang I love the way you speak 😍♥️🥺",Hermes,love,TikTok,"{ likes: 0, date: '2022-08-21 14:21:09'}"
"What is fdt color? ❤️",Dior,color,TikTok,"{ likes: 3, date: '2022-08-21 15:16:37'}"
"I got all the guys in my sales office wearing lululemon 😂",Lululemon,Lululemon,TikTok,"{ likes: 1, date: '2022-08-21 15:53:42'}"
"Commission pants are the best",Lululemon,best,TikTok,"{ likes: 1, date: '2022-08-21 15:58:42'}"
"@nottrebeca she looks like uu",Dior,like,TikTok,"{ likes: 3, date: '2022-08-21 16:42:24'}"
"Definitely lasts way better than alo",Lululemon,better,TikTok,"{ likes: 1, date: '2022-08-21 17:01:29'}"
"Air Force 1 all white are the best shoes ever just facts",Nike,best,TikTok,"{ likes: 1909, date: '2022-08-21 17:32:06'}"
"Lulu better start sponsoring you! You two are influencing me 😂",Lululemon,better,TikTok,"{ likes: 2, date: '2022-08-21 20:31:56'}"
"More tiktoks of your boy changing gonna get the likes momma",Lululemon,like,TikTok,"{ likes: 1, date: '2022-08-21 21:09:47'}"
"not the same price",Nike,price,TikTok,"{ likes: 0, date: '2022-08-21 22:04:16'}"
"im in love with ur voice",Dior,love,TikTok,"{ likes: 3, date: '2022-08-22 00:35:57'}"
"One of the best shoes outside of Nike and Jordan is new balance 990s",Nike,best,TikTok,"{ likes: 0, date: '2022-08-22 02:49:17'}"
"@jaé love air forces and Jordan 4’s the most",Nike,love,TikTok,"{ likes: 0, date: '2022-08-22 03:02:20'}"
"Love the khaki shorts. What color?",Lululemon,love,TikTok,"{ likes: 1, date: '2022-08-22 03:40:11'}"
"Love Lulu but don’t like any of these 😂. I love the ABC pants & ABC joggers metal vent tech shirts & polos.",Lululemon,love,TikTok,"{ likes: 1, date: '2022-08-22 16:45:45'}"
"What’s his @? Feel like he’d have good content",Lululemon,like,TikTok,"{ likes: 1, date: '2022-08-22 21:23:41'}"
"awwww love it girl🥰🥰🥰",Hermes,love,TikTok,"{ likes: 0, date: '2022-08-23 06:26:31'}"
"I love it! Check out my Dior x Remowa luggage bag. It is amazing! 🥰",Dior,love,TikTok,"{ likes: 1, date: '2022-08-23 18:11:22'}"
"My $20 shorts are all those things too. I guess I’m just cheap.",Lululemon,cheap,TikTok,"{ likes: 1, date: '2022-08-23 19:09:28'}"
"I’ve never really had an uncomfortable tshirt.",Lululemon,comfortable,TikTok,"{ likes: 1, date: '2022-08-23 19:10:49'}"
"Had some trouble with the neck sagging on the 5 year basic tees. Are the fundamental tees better?",Lululemon,better,TikTok,"{ likes: 1, date: '2022-08-24 01:02:05'}"
"what color are the surge joggers he’s wearing",Lululemon,color,TikTok,"{ likes: 24, date: '2022-08-26 02:34:47'}"
"I love you 🥰",Dior,love,TikTok,"{ likes: 3, date: '2022-08-26 14:02:56'}"
"Y’all saying all this hate. When in reality if you had the money you would do the exact same thing !!!!",Hermes,hate,TikTok,"{ likes: 0, date: '2022-08-26 15:54:56'}"
"U don’t like?! But you look amazing",Zara,like,TikTok,"{ likes: 0, date: '2022-08-26 20:04:12'}"
"i hate every designer bags that using animals skin",Hermes,hate,TikTok,"{ likes: 2, date: '2022-08-27 07:30:37'}"
"i love your accent🥰",Dior,love,TikTok,"{ likes: 1, date: '2022-08-27 21:52:47'}"
"casio had one that looks just like that i have it. but the quality of the leather isn't so good",Cartier,quality,TikTok,"{ likes: 0, date: '2022-08-27 19:12:35'}"
"It becomes worth it when you stop growing",Lululemon,worth,TikTok,"{ likes: 1, date: '2022-08-27 21:48:18'}"
"Pacebreaker shorts are the best shorts",Lululemon,best,TikTok,"{ likes: 1, date: '2022-08-28 02:09:33'}"
"bro just get it?😭 I'm sorry it's 5am I'm tired and I just don't understand LMAOOOO what's the issuuuuue (I have a similar one like is there a PB?)",Cartier,like,TikTok,"{ likes: 0, date: '2022-08-28 02:50:01'}"
"I love designer bags but I don't love those that uses animal skins",Hermes,love,TikTok,"{ likes: 2, date: '2022-08-28 15:27:14'}"
"The colors at lululemon for men are SO BAD right now. I am same as you. Love all my stuff but can’t get anything new at the moment…",Lululemon,love,TikTok,"{ likes: 1, date: '2022-08-28 18:52:37'}"
"Which pants would you recommend for every day office/casual night out",Lululemon,recommend,TikTok,"{ likes: 1, date: '2022-08-29 02:41:06'}"
"i love u",Dior,love,TikTok,"{ likes: 1, date: '2022-08-29 14:20:00'}"
"You look like lily rose depp",Dior,like,TikTok,"{ likes: 3, date: '2022-08-31 01:39:58'}"
"@Krekelkoekjes love this watch",Cartier,love,TikTok,"{ likes: 1, date: '2022-09-03 18:12:16'}"
"bought a red one in a flea market in paris love it so much 😭😭😭",Cartier,love,TikTok,"{ likes: 0, date: '2022-09-03 22:04:36'}"
"My dad's got it over 10 years ago... The price has quadrupled.",Cartier,price,TikTok,"{ likes: 0, date: '2022-09-04 00:02:22'}"
"you kinda look like Chrissy from stranger things",Dior,like,TikTok,"{ likes: 2, date: '2022-09-04 05:22:26'}"
"dior tests on animals",Dior,Dior,TikTok,"{ likes: 2, date: '2022-09-04 13:01:11'}"
"but dior is expensive 🥲",Dior,expensive,TikTok,"{ likes: 11, date: '2022-09-05 13:23:47'}"
"I’m confused about setting spray I thought you were supposed to do it at the very end after all the make up has been applied?",Dior,thought,TikTok,"{ likes: 2, date: '2022-09-07 05:59:15'}"
"I have the tank solo watch and it’s truly a timeless piece",Cartier,timeless,TikTok,"{ likes: 0, date: '2022-09-09 07:39:52'}"
"i have like four of these because of my grandma",Cartier,like,TikTok,"{ likes: 0, date: '2022-09-09 10:22:50'}"
"You look like taylor swift",Dior,like,TikTok,"{ likes: 2, date: '2022-09-10 12:53:08'}"
"planning to steal it from my eng teacher (jk I love her too much for that but still 😔)",Cartier,love,TikTok,"{ likes: 0, date: '2022-09-10 15:05:45'}"
"I have a chanel one !!!",Cartier,Chanel,TikTok,"{ likes: 0, date: '2022-09-10 20:04:09'}"
"gives ✨old money✨ aesthetic",Cartier,aesthetic,TikTok,"{ likes: 1, date: '2022-09-10 21:32:40'}"
"I found a Cartier watch in a thrift store 😃",Cartier,Cartier,TikTok,"{ likes: 0, date: '2022-09-10 22:29:16'}"
"my grandma has like 5 for 0 reason",Cartier,like,TikTok,"{ likes: 0, date: '2022-09-11 05:20:24'}"
"also Kim taehyung have that😩😩I'm so in love in that watch",Cartier,love,TikTok,"{ likes: 0, date: '2022-09-11 08:06:16'}"
"My mom has many colors",Cartier,color,TikTok,"{ likes: 0, date: '2022-09-11 10:50:08'}"
"Cartier Tank 😍",Cartier,Cartier,TikTok,"{ likes: 1, date: '2022-09-11 14:25:25'}"
"wow i love it",Hermes,love,TikTok,"{ likes: 0, date: '2022-09-15 18:45:55'}"
"YOU LOOK LIKE CHRISSY FROM STRANGER THINGS",Dior,like,TikTok,"{ likes: 3, date: '2022-09-15 19:41:25'}"
"She looks like scarlet Johansen",Dior,like,TikTok,"{ likes: 2, date: '2022-09-17 05:20:09'}"
"Can you please do using only ysl makeup 🥺🥺",Dior,YSL,TikTok,"{ likes: 3, date: '2022-09-17 17:29:14'}"
"I wanted to ask you where to get the shirt until I saw it’s Prada. I ain’t gna afford that brooooo 😢😢",Prada,Prada,TikTok,"{ likes: 7, date: '2022-09-18 07:40:00'}"
"I mean I wanna dress up like Shawn gege",Prada,like,TikTok,"{ likes: 0, date: '2022-09-18 09:26:00'}"
"the Devil wears Prada!! Seen the show yet?",Prada,Prada,TikTok,"{ likes: 0, date: '2022-09-18 10:59:23'}"
"Lulu is awesome just super expensive",Lululemon,expensive,TikTok,"{ likes: 1, date: '2022-09-20 17:36:35'}"
"I love you",Dior,love,TikTok,"{ likes: 3, date: '2022-09-22 15:36:51'}"
"Where are you from? I love your accent!",Dior,love,TikTok,"{ likes: 1, date: '2022-09-24 14:22:01'}"
"I love You baby😁",Gucci,love,TikTok,"{ likes: 4, date: '2022-09-25 03:26:29'}"
"My dream bag uuuhhhhh 😍😍😍 This is the perfect size I love love it",Dior,love,TikTok,"{ likes: 0, date: '2022-09-26 00:45:21'}"
"I like it!!!",Dior,like,TikTok,"{ likes: 2, date: '2022-09-27 01:38:59'}"
"you look so much like Taylor Swift 🥰",Dior,like,TikTok,"{ likes: 1, date: '2022-09-27 19:13:20'}"
"I love these color",Nike,color,TikTok,"{ likes: 2, date: '2022-09-30 03:18:14'}"
"I feel the same gurlll!! Does not fit comfortable at all 😭😭😭😭😭",Zara,comfortable,TikTok,"{ likes: 0, date: '2022-10-02 04:42:39'}"
"is the the newest  caban  color",Hermes,color,TikTok,"{ likes: 2, date: '2022-10-03 21:03:55'}"
"@millie stockdale 💗 I feel like she looks like kendal Jenner but blonde",Dior,like,TikTok,"{ likes: 2, date: '2022-10-06 22:36:49'}"
"you look like cinderella",Dior,like,TikTok,"{ likes: 3, date: '2022-10-07 11:28:19'}"
"ur so pretty😍 also I love ur acent😩",Dior,love,TikTok,"{ likes: 1, date: '2022-10-07 13:42:28'}"
"I LOVE YOUR EYES OMG",Dior,love,TikTok,"{ likes: 2, date: '2022-10-07 23:23:57'}"
"I love you and your skin already looks like porcelain",Dior,love,TikTok,"{ likes: 3, date: '2022-10-08 17:45:40'}"
"Omg I now I girl who looks just like you but 13😳",Dior,like,TikTok,"{ likes: 3, date: '2022-10-08 17:49:43'}"
"I Love How Is Smiling At The End Of The Video😘",Lululemon,love,TikTok,"{ likes: 8, date: '2022-10-10 23:36:09'}"
"if only these people realised that time is their most precious commodity they wouldn't waste it like this",Louis Vuitton,waste,TikTok,"{ likes: 0, date: '2022-10-13 07:00:21'}"
