,Brand,Search,Comments,Source,Additional info
8884,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I once ordered a Asos design dress. It looked amazing on me and the fit was perfect.,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8885,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Justine, can you do a video on how to quickly tailor clothes to make them fit better. Sorry for the multiple comments.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8886,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Great tips! Could you also review some brands that you personally have a positive opinion about? Thank you so much !,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8887,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I'm looking forward to seeing more of your test brand videos! I have been eyeing ASOS for a while, but I just couldn't bring myself to press ""submit order"" Thank you for this. The search for quality continues!",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8888,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+As a pear shaped body myself, it's really hard to find clothes that fit well, specially dresses and jumpsuits",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8890,ASOS,quality,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+I love this series! This is so helpful in teaching us about quality garments and construction.,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8891,ASOS,quality,"ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+The best when it comes to the quality&ethics is to order clothes from a local tailor/seamstress. I tried myself,- normal seamstress takes 50-80€ for the blouse, which is made of the material you choose yourself, fits ideally, plus this seamstress works in good conditions in her own atelier and pays taxes in EU. Many big companies sell blouses for 100€, and from this 100€ the worker, who made it, hardly gets equivalent of 1€, textile costs 2€, 20€ is paid for commercials&promotion of the brand, - and the rest goes into the pockets of company-owners.",https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8892,ASOS,quality,ASOS Haul / why i don't shop there+ASOS seems to have a problem keeping certain clothes in stock!,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8893,ASOS,quality,"ASOS Haul / why i don't shop there+I love ASOS, mostly because of their printed shirt collection. I've bought many shirts from them and they've all been really nice. I honestly think ASOS is good for cheaper clothes and nice shirts and things.",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8894,ASOS,quality,ASOS Haul / why i don't shop there+I’ve heard that a bunch of people have not received their package and they request a refund but they don’t get one and they said they get banned or blocked and I’m starting to worry because I ordered something from there,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8895,ASOS,quality,"ASOS Haul / why i don't shop there+I don't know about basic because they sell elevated versions of regular clothing without being tied to designer brands, Asos was the first place I shopped at to get an idea of clothing before i started getting high end stuff.  I still buy my basics at uniqlo though and thrift a lot too especially for vintage levis",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8896,ASOS,quality,"ASOS Haul / why i don't shop there+i just got a pair of patent leather boots today and honeslty i've never felt more like a bad bitch, ok now to start the video",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8897,ASOS,quality,"ASOS Haul / why i don't shop there+For those of you that don’t like the product that ASOS is starting to sell, here’s some word of advice, “don’t shop there anymore” there’s plenty of other websites for you to do online shopping.",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8898,ASOS,quality,ASOS Haul / why i don't shop there+The very reason I shop at ASOS is because if their Minimalistic look which that who they mainly cater to.,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8899,ASOS,quality,ASOS Haul / why i don't shop there+does asos shrink,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8900,ASOS,quality,"ASOS Haul / why i don't shop there+So true, Asos is so boring now. It’s all so trendy and basic rather than interesting varied pieces so that there’s something for everyone. That’s why I almost always go op shopping now, you can find some really random and cool stuff there.",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8901,ASOS,quality,ASOS Haul / why i don't shop there+Don’t buy from this vendor ASOS. Poor quality and dreadful customer service. Rare refunded. Out of 5 stars they are at 1 1/2 stars. You’ve been warned. (2022),https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8902,ASOS,quality,"ASOS Haul / why i don't shop there+I feel the exact same way about ASOS’ decline in authenticity and originality. In 2015 I felt like I’d discovered the coolest online shop that made clothes that were bold and very daring, especially for menswear. They used to have a lot of cropped pieces and as you said, interesting cuts. It definitely has been a bit disappointing to see them lose that, along with the original customers who made them as big as they are today.",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8903,ASOS,quality,ASOS Haul / why i don't shop there+I use to love ASOS but as of late their catalog has become very lack luster plus the various policy changes they’ve had as of late has really left be disheartened to continue shopping with them.,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8904,ASOS,quality,ASOS Haul / why i don't shop there+…Banding not flattering…” = it’s too tight - just take out the elastic inside the banding,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8905,ASOS,quality,"ASOS Haul / why i don't shop there+It’s funny because I think ASOS is far from basic lol. They barely sell clothes like that here in the US, at least not anymore , Asos has really unique stuff and meaningful printed tees for the most part, unique colors and patterns. Seems pretty good quality from what I can see. Not basic. There’s plenty of basic boring clothing stores/sites out there though, and on top of that Asos has PLENTY to choose from. Def not basic.",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8906,ASOS,quality,ASOS Haul / why i don't shop there+Worst quality products on internet,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8907,ASOS,quality,"ASOS Haul / why i don't shop there+He is right + If you are in Canada, don’t fall for this trap. I paid 60+$ fees which were not custom fees. I think they make the buyer assume the shipping Fees. I don’t know but never ever again. And they don’t mention it so it’s a surprise. If you look at the review, you’ll see many who had the same experience than I did... clothes are cute but not worth it.",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8908,ASOS,quality,"ASOS Haul / why i don't shop there+I love ASOS, mainly because it’s basic and comfy",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8909,ASOS,quality,ASOS Haul / why i don't shop there+Doesn’t he buy anything colored?? Kinda boring.  :(,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8910,ASOS,quality,ASOS Haul / why i don't shop there+So what sites would you recommend for the edgy stuff ASOS used to sell?,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8911,ASOS,quality,ASOS Haul / why i don't shop there+What stores do you recommend? What I hate from ASOS It’s like all models are using medium size hahaha  that’s not true,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8932,ASOS,quality,ASOS Haul / why i don't shop there+You can't just buy asos. Asos by themselves aren't great but sometimes an Asos jacket or sweater or parka over a different style fucking kills...It's all about the mix and match and combo lol,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8933,ASOS,quality,ASOS Haul / why i don't shop there+I am in Sweden and I just ordered things from ASOS and very disappointed. I only got each one av the sets I ordered. Bad quality,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8934,ASOS,quality,ASOS Haul / why i don't shop there+I'm still quite new to fashion and I think asos is a really good place to experiment when you're still figuring out what looks good on you (affordability). But I guess it can get pretty basic compared to other sites x),https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8935,ASOS,quality,"ASOS Haul / why i don't shop there+I bought mostly of my northface, nike, herschels etc in Asos from England love it been purchase for a year",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8936,ASOS,quality,ASOS Haul / why i don't shop there+Do you have any sites for more eccentric clothing(bright colours etc)? Preferably in europe or with a low delivery cost?,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8937,ASOS,quality,"ASOS Haul / why i don't shop there+I was a regular ASOS shopper until a few years ago, when I decided to quit fast fashion. I still have a couple of pieces (a leather moto jacket and a bomber jacket) going strong in my wardrobe, though.",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8938,ASOS,quality,ASOS Haul / why i don't shop there+it depends on how you style your clothes that make shit basic or not....,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8939,ASOS,quality,"ASOS Haul / why i don't shop there+Seems like there is more variety in womens clothing on there than for males. Males clothing all looks the same on Asos, it's just made by a different brand.",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8940,ASOS,quality,ASOS Haul / why i don't shop there+I too am never ever going to shop there again simply because you still have to pay the COD upon its arrival. I live in BC Canada and the things that are shipped from Alberta still requires me to pay more $$$. Never again.,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8941,ASOS,quality,ASOS Haul / why i don't shop there+I don't buy stuff from Asos to stand out really.I usually buy non branded stuff that I can mix with my proper clothing to make cool fit,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8942,ASOS,quality,"ASOS Haul / why i don't shop there+Hey, I’m a video editor at ASOS and I think you make some good points but I believe ASOS is trying to play all sides of the game now. I think there is more of an element of fast fashion now but there is still the fashion forward pieces. I encourage you use the videos where ever possible to help you make choices. I know I sound biased but I’m from Australia and have only worked at ASOS since February 2020. Also the bags are designed to be easy to tear open to reveal the sticky tab for easy return purposes. Happy shopping",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8943,ASOS,quality,ASOS Haul / why i don't shop there+I’ve never ordered from asos. So they’re legit??,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8944,ASOS,quality,"ASOS Haul / why i don't shop there+I just did a massive asos order lol, (moastly because i ran out of plain colour tees and long sleeved shirts that fit me) but i got one thing i think is gonna be fun to wear, no idea what you would think about it tho haha its the ""asos desighn oversized sweatshirt with funnel neck in black"" (the one with them wacky...drawstring sleeves? idk waht to call em....i just googled it to see if it would pop up for you...its in the first few links apparently sold out in the us so...go me for not being there, anyway i typed way to long a comment already so uh, yeah take a look if your interested and if you think its shite...well im commited now so who cares.",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8945,ASOS,quality,"ASOS Haul / why i don't shop there+ASOS never restocks and its made me avoid the website in recent years, they need to step their game up",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8946,ASOS,quality,ASOS Haul / why i don't shop there+Thank you for saying that about ASOS I totally thought the site has changed so much,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8947,ASOS,quality,ASOS Haul / why i don't shop there+Sad when I was broke and in college asos was filled with dope stuff. But now that I graduated and have money. I gotta search a bit harder. They still have great stuff but they are always sold out in my size.,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8949,ASOS,quality,"ASOS Haul / why i don't shop there+I just buy clothes on ASOS, knowing how basic it is, so I can use it to piece together an outfit (the clothes I get are generally not bought to become the standout of the outfit )",https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
8950,ASOS,quality,ASOS Haul / why i don't shop there+Asos design is so incredibly shit and poor quality. Have ordered heels that creased and literally peeled after the first wear (for only 2 hours at a sit down event) and ordered boots that were the same size but for some reasons were differently shaped (one narrow one wider)  and can we talk about how absolutely shit their customer service is,https://www.youtube.com//watch?v=SlYV6DTxg1A&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,
